0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.01;98;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;96;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;98;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;98;96;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.01;97;96;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;98;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;98;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;96;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.01;98;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;97;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;98;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
0.02;97;98;0.00;0.00;30;20;0.00;0.00;0.00;0.00;0;0
