0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.02;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
0.01;12;12;0.00;0.00;20;20;1.87;0.21;0.14;0.00;110;110
