0.02;102;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;103;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;123;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;122;102;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;132;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;107;95;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;107;120;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;103;97;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;113;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;104;285;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.03;150;116;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;95;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;132;120;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;91;105;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;109;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;96;118;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;92;99;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;102;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;111;118;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;94;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;127;117;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;95;104;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;107;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;100;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;102;117;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;92;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;104;158;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;114;102;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;120;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;94;118;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;94;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;109;118;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;93;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;117;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;91;117;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;93;98;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;102;105;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;97;120;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;92;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.01;98;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;94;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;106;116;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;96;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;106;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;107;96;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;114;102;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;106;97;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;99;94;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;118;102;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;99;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;101;95;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;105;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;98;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;112;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;98;97;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;106;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;109;106;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;104;103;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;104;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;96;117;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;91;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;102;109;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;97;116;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;95;100;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;102;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;108;101;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
0.02;100;116;0.00;0.00;30;3;0.31;-2.46;-2.10;0.00;83;83
