5;15;14;30;116;0;0
4;15;15;30;115;0;0
5;16;15;30;115;0;0
5;16;15;30;115;0;0
5;16;16;30;114;0;0
5;16;16;30;114;0;0
5;17;16;30;114;0;0
5;16;17;30;114;0;0
5;17;16;30;114;0;0
5;17;16;30;114;0;0
5;17;17;30;113;0;0
5;17;17;30;113;0;0
5;18;17;30;113;0;0
4;18;17;30;113;0;0
5;18;18;30;112;0;0
5;18;18;30;112;0;0
6;19;18;30;112;0;0
5;18;19;30;112;0;0
5;19;18;30;112;0;0
4;19;19;30;111;0;0
5;19;19;30;111;0;0
5;19;19;30;111;0;0
5;19;19;30;111;0;0
5;20;20;30;110;0;0
5;19;20;30;111;0;0
5;20;20;30;110;0;0
5;21;20;30;110;0;0
5;20;20;30;110;0;0
5;20;20;30;110;0;0
5;20;20;30;110;0;0
4;20;20;30;110;0;0
5;21;21;30;109;0;0
5;21;21;30;109;0;0
6;21;21;30;109;0;0
5;21;21;30;109;0;0
5;21;21;30;109;0;0
4;22;22;30;108;0;0
5;22;22;30;108;0;0
5;22;23;30;108;0;0
5;22;23;30;108;0;0
5;22;23;30;108;0;0
4;23;23;30;107;0;0
6;23;23;30;107;0;0
5;22;24;30;107;0;0
5;23;25;30;106;0;0
5;23;25;30;106;0;0
5;23;23;30;107;0;0
4;24;24;30;106;0;0
5;24;27;30;105;0;0
5;23;28;30;105;0;0
6;24;24;30;106;0;0
5;24;25;30;106;0;0
5;24;25;30;106;0;0
4;24;25;30;106;0;0
5;25;25;30;105;0;0
5;24;25;30;106;0;0
5;25;25;30;105;0;0
5;25;26;30;105;0;0
4;25;26;30;105;0;0
6;26;26;30;104;0;0
5;25;26;30;105;0;0
5;26;26;30;104;0;0
5;25;27;30;104;0;0
5;25;27;30;104;0;0
4;25;27;30;104;0;0
5;26;27;30;104;0;0
5;25;30;30;103;0;0
6;26;27;30;104;0;0
5;29;28;30;102;0;0
5;27;28;30;103;0;0
5;28;28;30;102;0;0
5;28;32;30;100;0;0
5;27;28;30;104;0;0
5;29;28;30;102;0;0
5;23;28;30;106;0;0
4;29;27;30;101;0;0
6;27;28;30;103;0;0
5;26;29;30;103;0;0
5;24;29;30;104;0;0
5;28;29;30;102;0;0
5;23;29;30;104;0;0
4;28;29;30;101;0;0
5;29;29;30;101;0;0
5;24;29;30;105;0;0
5;25;30;30;103;0;0
6;29;35;30;103;0;0
5;29;29;30;102;0;0
5;26;30;30;102;0;0
5;25;31;30;102;0;0
5;24;30;30;103;0;0
5;31;69;30;129;0;0
7;30;30;30;105;0;0
7;29;30;30;101;0;0
5;26;31;30;102;0;0
5;25;31;30;102;0;0
5;23;31;30;103;0;0
4;23;32;30;103;0;0
5;29;68;30;126;0;0
8;30;31;30;104;0;0
5;24;32;30;102;0;0
6;24;32;30;102;0;0
5;25;32;30;102;0;0
5;25;32;30;102;0;0
5;24;32;30;102;0;0
5;25;32;30;102;0;0
5;26;32;30;101;0;0
5;31;32;30;101;0;0
5;32;32;30;102;0;0
7;32;32;30;102;0;0
5;31;32;30;101;0;0
5;27;33;30;100;0;0
5;25;33;30;101;0;0
5;32;33;30;103;0;0
6;31;33;30;102;0;0
5;25;34;30;102;0;0
5;31;33;30;103;0;0
7;31;33;30;102;0;0
5;32;34;30;103;0;0
6;32;35;30;103;0;0
5;32;34;30;103;0;0
5;34;33;30;103;0;0
6;31;34;30;102;0;0
5;32;34;30;103;0;0
6;32;34;30;103;0;0
6;32;34;30;103;0;0
6;32;34;30;103;0;0
5;32;34;30;103;0;0
6;32;35;30;103;0;0
5;33;34;30;103;0;0
6;32;35;30;103;0;0
5;32;34;30;103;0;0
6;32;35;30;103;0;0
6;32;35;30;103;0;0
6;33;34;30;103;0;0
5;33;35;30;104;0;0
6;32;35;30;103;0;0
5;32;35;30;103;0;0
6;32;34;30;103;0;0
5;33;34;30;103;0;0
7;32;34;30;103;0;0
5;32;34;30;103;0;0
6;32;34;30;103;0;0
5;32;34;30;103;0;0
6;32;34;30;103;0;0
5;32;35;30;103;0;0
6;32;33;30;102;0;0
5;32;33;30;102;0;0
7;32;35;30;103;0;0
5;33;34;30;103;0;0
