4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
3;19;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;22;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
5;19;23;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
5;21;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;22;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;22;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
5;19;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
5;18;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;18;24;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
5;19;22;0;0;0;0;0;110;110
4;20;23;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
5;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;23;0;0;0;0;0;110;110
4;18;23;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
5;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
5;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
5;19;22;0;0;0;0;0;110;110
4;18;24;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
3;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
5;21;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
5;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;22;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
5;18;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;20;20;0;0;0;0;0;110;110
4;19;24;0;0;0;0;0;110;110
4;18;23;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
3;19;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
5;22;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;21;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;22;22;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
5;19;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;18;23;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;18;23;0;0;0;0;0;110;110
5;18;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;19;24;0;0;0;0;0;110;110
4;18;24;0;0;0;0;0;110;110
5;19;22;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;18;24;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;22;22;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;18;24;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
5;19;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
5;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;23;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
5;21;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;24;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
5;20;22;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;23;0;0;0;0;0;110;110
5;18;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;20;22;0;0;0;0;0;110;110
4;18;22;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
5;21;22;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
5;19;22;0;0;0;0;0;110;110
4;19;24;0;0;0;0;0;110;110
4;19;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;19;22;0;0;0;0;0;110;110
5;21;21;0;0;0;0;0;110;110
4;18;21;0;0;0;0;0;110;110
4;20;21;0;0;0;0;0;110;110
3;20;21;0;0;0;0;0;110;110
4;21;21;0;0;0;0;0;110;110
